gene_name,BP,CC,MF
PXDNL,"['GO:0048731', 'GO:0006979', 'GO:0070831', 'GO:0042744']","['GO:0005886', 'GO:0031012', 'GO:0005783']","['GO:0046872', 'GO:0016787', 'GO:0004519', 'GO:0020037', 'GO:0004601']"
RAB1A,"['GO:0030252', 'GO:0042742', 'GO:0032757', 'GO:0006888', 'GO:0090110', 'GO:0019068', 'GO:1903020', 'GO:0006897', 'GO:0016192', 'GO:0016477', 'GO:0032402', 'GO:0007030', 'GO:0006886', 'GO:0006914', 'GO:0034446', 'GO:0047496', 'GO:0000045']","['GO:0030658', 'GO:0005829', 'GO:0070062', 'GO:0012505', 'GO:0005783', 'GO:0005794', 'GO:0042470', 'GO:0000139', 'GO:0005769']","['GO:0045296', 'GO:0003925', 'GO:0003924', 'GO:0046872', 'GO:0005525']"
RAB1B,"['GO:0006888', 'GO:0019068', 'GO:1903020', 'GO:0007030', 'GO:2000785', 'GO:0006886', 'GO:0000045']","['GO:0005829', 'GO:0070062', 'GO:0012505', 'GO:0030133', 'GO:0033116', 'GO:0005789', 'GO:0005794', 'GO:0000139', 'GO:0048471', 'GO:0034045']","['GO:0003925', 'GO:0003924', 'GO:0005525']"
RABGEF1,"['GO:0006612', 'GO:0043305', 'GO:0006898', 'GO:0048261', 'GO:0060368', 'GO:0050728', 'GO:0032715', 'GO:0098935', 'GO:0007265', 'GO:1900235', 'GO:0046580', 'GO:0038109', 'GO:0002686', 'GO:0016197', 'GO:0043303', 'GO:0015031', 'GO:0033004']","['GO:0098830', 'GO:0005829', 'GO:0031901', 'GO:0030139', 'GO:0005730', 'GO:0030425', 'GO:0005769', 'GO:0055037']","['GO:0008270', 'GO:0061630', 'GO:0005085', 'GO:0003677', 'GO:0031267']"
REN,"['GO:0007405', 'GO:0008217', 'GO:0045879', 'GO:0002003', 'GO:0030182', 'GO:0071466', 'GO:0070305', 'GO:0008584', 'GO:0048469', 'GO:0050435', 'GO:0016567', 'GO:0014016', 'GO:0051260', 'GO:0042756', 'GO:0007224', 'GO:0009755', 'GO:0001822', 'GO:0035902', 'GO:0043408', 'GO:0001823', 'GO:0007406', 'GO:0002018', 'GO:0051591', 'GO:0045666', 'GO:0072051', 'GO:0032496', 'GO:0006508']","['GO:0005576', 'GO:0005737', 'GO:0005886', 'GO:0045177']","['GO:0016740', 'GO:0005102', 'GO:0005159', 'GO:0004190', 'GO:0042802', 'GO:0008233']"
RHOA,"['GO:0033688', 'GO:0032956', 'GO:0042476', 'GO:2000406', 'GO:0001764', 'GO:0050919', 'GO:0006357', 'GO:0010975', 'GO:0016477', 'GO:0090051', 'GO:0021762', 'GO:0071803', 'GO:0010812', 'GO:0045666', 'GO:0071222', 'GO:0034329', 'GO:0003189', 'GO:0036089', 'GO:0043931', 'GO:0043297', 'GO:1990869', 'GO:1903427', 'GO:0038027', 'GO:0061430', 'GO:2000177', 'GO:0001822', 'GO:1903673', 'GO:0051496', 'GO:0043366', 'GO:0000902', 'GO:0046638', 'GO:1904695', 'GO:1905274', 'GO:0021861', 'GO:0060193', 'GO:0043123', 'GO:0097049', 'GO:0033144', 'GO:0090324', 'GO:0007160', 'GO:0070507', 'GO:0034446', 'GO:0021795', 'GO:0060071', 'GO:0007266', 'GO:0031122', 'GO:1904996', 'GO:2000672', 'GO:0035385', 'GO:0090307', 'GO:0002363', 'GO:0097498', 'GO:0030521', 'GO:0045792', 'GO:0032467', 'GO:0071902', 'GO:0045198', 'GO:0007519', 'GO:0030036', 'GO:0051893', 'GO:0030334', 'GO:0071526', 'GO:0044319', 'GO:1902766', 'GO:0043149', 'GO:0043542', 'GO:0003100', 'GO:1901224', 'GO:0099159', 'GO:0071345']","['GO:0032587', 'GO:0005789', 'GO:0005886', 'GO:0005938', 'GO:0005768', 'GO:0032154', 'GO:0070062', 'GO:0030054', 'GO:0043296', 'GO:0005634', 'GO:0043197', 'GO:0005925', 'GO:0030027', 'GO:0031982', 'GO:0101003', 'GO:0005856', 'GO:0071944', 'GO:0098978', 'GO:0030667', 'GO:0005829', 'GO:0030496', 'GO:0009898', 'GO:0098794']","['GO:0017022', 'GO:0019901', 'GO:0005525', 'GO:0003925', 'GO:0003924']"
RIC3,"['GO:0007204', 'GO:0065003', 'GO:0007271', 'GO:2000010', 'GO:0034394']","['GO:0043005', 'GO:0005789', 'GO:0000139', 'GO:0043025', 'GO:0045202']","['GO:0044183', 'GO:0033130']"
RICTOR,"['GO:0032956', 'GO:0051897', 'GO:0031669', 'GO:0008610', 'GO:2000114', 'GO:0030307', 'GO:0051896', 'GO:0043066', 'GO:0032008', 'GO:0050727', 'GO:0038203', 'GO:0030036', 'GO:0007010', 'GO:0030335', 'GO:0030838', 'GO:0010468', 'GO:0001938', 'GO:0009792']","['GO:0005765', 'GO:0005829', 'GO:0031932', 'GO:0005764', 'GO:0005789', 'GO:0005794', 'GO:0005886', 'GO:0005783']","['GO:0140767', 'GO:0008270', 'GO:0005524', 'GO:0043022', 'GO:0019901', 'GO:0060090', 'GO:0043539']"
RNF139,"['GO:0070613', 'GO:0060628', 'GO:0043161', 'GO:0031648', 'GO:0017148', 'GO:0016567', 'GO:0036503', 'GO:0008285', 'GO:1904380', 'GO:2000060']","['GO:0044322', 'GO:0012505', 'GO:0005789', 'GO:0016020', 'GO:0036513', 'GO:0005783']","['GO:0019787', 'GO:0008270', 'GO:0038023', 'GO:0061630', 'GO:0002020', 'GO:0004842']"
RNF145,"['GO:0043161', 'GO:0036503']","['GO:0012505', 'GO:0005789']","['GO:0061630', 'GO:0008270']"
RNF148,['GO:0006511'],"['GO:0005770', 'GO:0005794', 'GO:0005737', 'GO:0016020', 'GO:0005783']","['GO:0061630', 'GO:0008270']"
RPN1,['GO:0006487'],"['GO:0005791', 'GO:0005789', 'GO:0008250', 'GO:0042470', 'GO:0160227', 'GO:0160226', 'GO:0005829', 'GO:0016020', 'GO:0005783']",['GO:0003723']
RPN2,"['GO:0006487', 'GO:0036211']","['GO:0008250', 'GO:0005789', 'GO:0016604', 'GO:0160227', 'GO:0160226', 'GO:0016020', 'GO:0005783']",[]
RUSC1,['GO:0000209'],"['GO:0014069', 'GO:0005634', 'GO:0005794', 'GO:0005769', 'GO:0005829', 'GO:0031410', 'GO:0015630', 'GO:0005874']",['GO:0003779']
RXRA,"['GO:0140077', 'GO:0030501', 'GO:0042789', 'GO:0045834', 'GO:0030154', 'GO:0035357', 'GO:0048469', 'GO:0030224', 'GO:0070564', 'GO:0010875', 'GO:0045944', 'GO:0048384', 'GO:0000122', 'GO:0009755', 'GO:0002157', 'GO:0071404', 'GO:0007399', 'GO:0032526', 'GO:0045893']","['GO:0090575', 'GO:0005829', 'GO:0005667', 'GO:0000785', 'GO:0005634', 'GO:0005739', 'GO:0043235', 'GO:0005654']","['GO:0008270', 'GO:0000976', 'GO:0001972', 'GO:1990837', 'GO:0004879', 'GO:0042277', 'GO:0003707', 'GO:0019899', 'GO:0044323', 'GO:0000981', 'GO:0000977', 'GO:0042809', 'GO:0042802', 'GO:0050693', 'GO:0043565', 'GO:0050692', 'GO:0000978', 'GO:0003700', 'GO:0003690', 'GO:0001221']"
SC5D,"['GO:0110076', 'GO:0033489', 'GO:0006695', 'GO:0033490']","['GO:0005789', 'GO:0016020']","['GO:0005506', 'GO:0000248', 'GO:0050046']"
SCAP,"['GO:0033552', 'GO:0030154', 'GO:0042304', 'GO:0045541', 'GO:0042098', 'GO:0090110', 'GO:0001525', 'GO:0007165', 'GO:0006955', 'GO:0001666', 'GO:0008203', 'GO:0032868', 'GO:0032933', 'GO:0045542', 'GO:0045540']","['GO:0005829', 'GO:0012507', 'GO:0005737', 'GO:0005789', 'GO:0005794', 'GO:0032936', 'GO:0000139', 'GO:0016020', 'GO:0005783']","['GO:0017124', 'GO:0051082', 'GO:0044877', 'GO:0032934']"
SCARB1,"['GO:0032497', 'GO:0010750', 'GO:0035461', 'GO:0070328', 'GO:0043691', 'GO:0042632', 'GO:0043654', 'GO:0034375', 'GO:0034381', 'GO:0070508', 'GO:0033344', 'GO:0042311', 'GO:0034384', 'GO:0010867', 'GO:0055097', 'GO:0006707', 'GO:0034383', 'GO:0015920', 'GO:0042060', 'GO:0044406', 'GO:0010886', 'GO:1902070', 'GO:0010899', 'GO:0098856', 'GO:0043534', 'GO:0001935', 'GO:0015914', 'GO:0010595', 'GO:0050764']","['GO:0005765', 'GO:0009986', 'GO:0070062', 'GO:0030666', 'GO:0005764', 'GO:0005901', 'GO:0005886']","['GO:0005545', 'GO:0070506', 'GO:0034186', 'GO:0008035', 'GO:0034185', 'GO:0001786', 'GO:0005044', 'GO:0001530', 'GO:0001618', 'GO:0030169', 'GO:0001540', 'GO:0001875', 'GO:0008289']"
SCARB2,"['GO:0007605', 'GO:1904978', 'GO:0006622', 'GO:0099638', 'GO:1905671', 'GO:0015917', 'GO:0043470', 'GO:0006914', 'GO:2000752', 'GO:0010976', 'GO:0006898']","['GO:0005765', 'GO:0031902', 'GO:0070062', 'GO:0030666', 'GO:0010008', 'GO:0030669', 'GO:0043202', 'GO:0005789', 'GO:0000139', 'GO:0005886', 'GO:0016020', 'GO:0005925']","['GO:0042803', 'GO:0038024', 'GO:0019899', 'GO:0001786', 'GO:0005044', 'GO:0004888', 'GO:0015485', 'GO:0001618', 'GO:0031210', 'GO:0051087']"
SCD,"['GO:0006636', 'GO:0070542', 'GO:1903966', 'GO:0120162']","['GO:0005789', 'GO:0005730', 'GO:0016020', 'GO:0005783']","['GO:0032896', 'GO:0005506', 'GO:0004768', 'GO:0016491']"
SCD5,['GO:0006636'],['GO:0005789'],"['GO:0032896', 'GO:0005506', 'GO:0004768', 'GO:0016491']"
SCP2,"['GO:0006636', 'GO:0032385', 'GO:0032959', 'GO:1901373', 'GO:0033540', 'GO:0051301', 'GO:0043066', 'GO:0051093', 'GO:0006694', 'GO:0006701', 'GO:0036109', 'GO:0072659', 'GO:0045940', 'GO:0006470', 'GO:0008206', 'GO:0007130', 'GO:0042759', 'GO:0071071', 'GO:0032367', 'GO:0006699', 'GO:0007143', 'GO:0009566', 'GO:0006635', 'GO:2000134', 'GO:0015914', 'GO:0019216', 'GO:0006915', 'GO:0007140']","['GO:0032991', 'GO:0005829', 'GO:0000779', 'GO:0005737', 'GO:0005634', 'GO:0005739', 'GO:0000800', 'GO:0016020', 'GO:0005777', 'GO:0005654', 'GO:0000795', 'GO:0005782', 'GO:0005783']","['GO:0050632', 'GO:0036042', 'GO:0120020', 'GO:0008526', 'GO:0120019', 'GO:0003988', 'GO:0005102', 'GO:0033814', 'GO:0000062', 'GO:0008420', 'GO:0003677', 'GO:0015485', 'GO:0046872', 'GO:0050633', 'GO:0070538']"
SEC23B,"['GO:0006886', 'GO:0090110']","['GO:0070971', 'GO:0012505', 'GO:0005789', 'GO:0005829', 'GO:0030127', 'GO:0048471', 'GO:0005783']","['GO:0008270', 'GO:0005096']"
SEC61A1,"['GO:0031204', 'GO:0034341', 'GO:0007029', 'GO:0006620', 'GO:0039019', 'GO:0045047', 'GO:0006616', 'GO:0045048', 'GO:0006613', 'GO:0006614']","['GO:0016020', 'GO:0005789', 'GO:0005784']","['GO:0005048', 'GO:0005262', 'GO:0043022', 'GO:0008320']"
SEC61B,"['GO:0031204', 'GO:0036503', 'GO:0030970', 'GO:0006616']","['GO:0016020', 'GO:0005789', 'GO:0044322', 'GO:0005829', 'GO:0005784', 'GO:0031205', 'GO:0005783']","['GO:0005085', 'GO:0043022', 'GO:0048408', 'GO:0003723']"
SEC62,"['GO:0031204', 'GO:0006620', 'GO:0061709', 'GO:0006613']","['GO:0005791', 'GO:0005789', 'GO:0016020', 'GO:0005783']",['GO:0038023']
SEL1L,"['GO:0009306', 'GO:0036503', 'GO:0030970', 'GO:0006641', 'GO:0007219', 'GO:0050821']","['GO:0000836', 'GO:0000839', 'GO:0005789', 'GO:0036513', 'GO:0005783']",[]
SERPINA3,"['GO:0006954', 'GO:0034097', 'GO:0030277', 'GO:0019216', 'GO:0006953']","['GO:0005576', 'GO:0072562', 'GO:0034774', 'GO:0031012', 'GO:0005634', 'GO:0070062', 'GO:0031093', 'GO:0035578']","['GO:0003677', 'GO:0004867']"
SI,"['GO:0044245', 'GO:0005987']","['GO:0016324', 'GO:0005903', 'GO:0005794', 'GO:0005886', 'GO:0070062']","['GO:0004575', 'GO:0030246', 'GO:0004574', 'GO:0004558']"
SIAH1,"['GO:0007411', 'GO:1990000', 'GO:0007283', 'GO:0009653', 'GO:0043161', 'GO:0030163', 'GO:2001244', 'GO:0031648', 'GO:0043065', 'GO:0016567', 'GO:0006511', 'GO:0007399', 'GO:0051402', 'GO:0006915', 'GO:0060070']","['GO:0005829', 'GO:0005737', 'GO:0005634', 'GO:0005769', 'GO:0030877']","['GO:0008270', 'GO:0061630', 'GO:0042802', 'GO:0031624', 'GO:0004842']"
SIGMAR1,"['GO:0150052', 'GO:0097305', 'GO:0070207', 'GO:0043523', 'GO:0006869', 'GO:0007399']","['GO:0014069', 'GO:0005637', 'GO:0005829', 'GO:0031410', 'GO:0005635', 'GO:0005789', 'GO:0098839', 'GO:0016020', 'GO:0005640', 'GO:0005811', 'GO:0098978', 'GO:0070161', 'GO:0030426', 'GO:0005783']","['GO:0004985', 'GO:0042802']"
SIRT1,"['GO:0010868', 'GO:0051898', 'GO:2000774', 'GO:0010883', 'GO:0071456', 'GO:0050872', 'GO:1901984', 'GO:0042127', 'GO:0043161', 'GO:0001542', 'GO:0046015', 'GO:0042542', 'GO:0006476', 'GO:0033210', 'GO:0046628', 'GO:0032007', 'GO:0006974', 'GO:0016239', 'GO:0010875', 'GO:0035358', 'GO:2000481', 'GO:0002821', 'GO:0000122', 'GO:0045766', 'GO:0045348', 'GO:0006346', 'GO:0090335', 'GO:1900034', 'GO:0035331', 'GO:0001938', 'GO:2000655', 'GO:0060907', 'GO:1902237', 'GO:0007283', 'GO:0010824', 'GO:0055089', 'GO:0007179', 'GO:0106230', 'GO:0001934', 'GO:0010629', 'GO:0043124', 'GO:0032922', 'GO:1990830', 'GO:0006325', 'GO:0001525', 'GO:0030512', 'GO:0007517', 'GO:0007346', 'GO:0009267', 'GO:0010906', 'GO:0031507', 'GO:0051152', 'GO:0030225', 'GO:1901797', 'GO:0042771', 'GO:0043536', 'GO:0051897', 'GO:0042632', 'GO:0035356', 'GO:0043524', 'GO:0043066', 'GO:0045786', 'GO:0071356', 'GO:0030968', 'GO:0031648', 'GO:0070301', 'GO:2000757', 'GO:0043065', 'GO:0032436', 'GO:0006979', 'GO:0016567', 'GO:0051658', 'GO:0070914', 'GO:0140861', 'GO:1902424', 'GO:0042326', 'GO:0032868', 'GO:0071479', 'GO:0006642', 'GO:0042149', 'GO:0042981', 'GO:0044321', 'GO:0045722', 'GO:1902166', 'GO:2000111', 'GO:0045739', 'GO:0032071', 'GO:0097009', 'GO:1904179', 'GO:0045892', 'GO:0000720', 'GO:0060766', 'GO:0070857', 'GO:2000781', 'GO:2000773', 'GO:0008284', 'GO:0001678', 'GO:0031509', 'GO:1902176', 'GO:0090400', 'GO:0045599', 'GO:0000012', 'GO:0045944', 'GO:0000183', 'GO:0043518', 'GO:0042595', 'GO:0031393', 'GO:0000731', 'GO:0034391', 'GO:0018394']","['GO:0005637', 'GO:0000792', 'GO:0005635', 'GO:0005677', 'GO:0000785', 'GO:0005634', 'GO:0061773', 'GO:0016605', 'GO:0000791', 'GO:0005829', 'GO:0000781', 'GO:0033553', 'GO:0005737', 'GO:0005739', 'GO:0001650', 'GO:0005730', 'GO:0005654']","['GO:0004857', 'GO:0046969', 'GO:0019899', 'GO:0106231', 'GO:0160012', 'GO:0032041', 'GO:0034979', 'GO:0046970', 'GO:1990254', 'GO:0016922', 'GO:0141208', 'GO:0043425', 'GO:0043398', 'GO:0046872', 'GO:0004407', 'GO:0042393', 'GO:0033558', 'GO:0140297', 'GO:0140416', 'GO:0003713', 'GO:0019213', 'GO:0042802', 'GO:0070403', 'GO:0051019', 'GO:0008047', 'GO:1990841', 'GO:0140937', 'GO:0003714', 'GO:0017136', 'GO:0141050', 'GO:0000978', 'GO:0002039']"
SLC10A1,"['GO:0045471', 'GO:0015721', 'GO:0031667', 'GO:0071466', 'GO:0043627']","['GO:0016323', 'GO:0005886']","['GO:0008508', 'GO:0015125', 'GO:0001618']"
SLC10A2,"['GO:0009617', 'GO:0015721']","['GO:0016324', 'GO:0005886', 'GO:0005902']",['GO:0008508']
SLC15A3,"['GO:0015835', 'GO:0140206', 'GO:0070434', 'GO:0006811', 'GO:0015031', 'GO:0045087']","['GO:0005765', 'GO:0010008']","['GO:0071916', 'GO:0015333', 'GO:0015647']"
SLC16A3,"['GO:1901475', 'GO:0035873', 'GO:0015718', 'GO:0035879', 'GO:0042867']","['GO:0016324', 'GO:0016323', 'GO:0016328', 'GO:0005886', 'GO:0016020', 'GO:0031965']","['GO:0050833', 'GO:0015650', 'GO:0008028', 'GO:0003723']"
SLC16A8,['GO:0015727'],"['GO:0016324', 'GO:0016323', 'GO:0005886', 'GO:0016020']","['GO:0015129', 'GO:0008028', 'GO:0015293']"
SLC19A2,"['GO:0031923', 'GO:0007283', 'GO:0071934', 'GO:0015888', 'GO:0042723', 'GO:0009229']","['GO:0005886', 'GO:0016020']","['GO:0008517', 'GO:0015234']"
SLC1A6,"['GO:0006836', 'GO:0015813', 'GO:0006811', 'GO:0098712', 'GO:0140009', 'GO:0015810', 'GO:0001504', 'GO:0007268', 'GO:0051649', 'GO:0042391']","['GO:0045111', 'GO:0005794', 'GO:0005886', 'GO:0016020', 'GO:0042734', 'GO:0098796', 'GO:0098978']","['GO:0015183', 'GO:0015175', 'GO:0015501', 'GO:0005314', 'GO:0046872', 'GO:0005313']"
SLC22A4,"['GO:0042908', 'GO:0097421', 'GO:0089718', 'GO:0033280', 'GO:0015879', 'GO:0009437', 'GO:0051630', 'GO:0000101', 'GO:0043330', 'GO:0032496', 'GO:0015697', 'GO:0006641', 'GO:0006814', 'GO:0007595']","['GO:0009925', 'GO:0016324', 'GO:0005739', 'GO:0005886', 'GO:0031966', 'GO:0043025']","['GO:0030165', 'GO:0015226', 'GO:0015293', 'GO:0005524', 'GO:0015651', 'GO:0015199', 'GO:0015171', 'GO:0005277']"
SLC22A9,"['GO:0009914', 'GO:0015711', 'GO:0015913', 'GO:0043252']",['GO:0016323'],['GO:0015636']
SLC24A3,"['GO:0150104', 'GO:0030282', 'GO:0035725', 'GO:0070588', 'GO:0010629', 'GO:0010628', 'GO:0006811', 'GO:0071805', 'GO:0006874']","['GO:0071944', 'GO:0005886']","['GO:0005262', 'GO:0015293', 'GO:0008273']"
SLC2A4,"['GO:0150104', 'GO:0007611', 'GO:0071470', 'GO:0071456', 'GO:0070343', 'GO:0007614', 'GO:0071356', 'GO:0045471', 'GO:0070837', 'GO:0050873', 'GO:0031550', 'GO:0032869', 'GO:0042593', 'GO:0044381', 'GO:1904659', 'GO:0098694', 'GO:0007616', 'GO:0005975']","['GO:0045121', 'GO:0005829', 'GO:0070062', 'GO:0012505', 'GO:0012506', 'GO:0030315', 'GO:0016529', 'GO:0030136', 'GO:0030140', 'GO:0005905', 'GO:0030659', 'GO:0005886', 'GO:0098793', 'GO:0016020', 'GO:0048471', 'GO:0042383', 'GO:0005771', 'GO:0005802', 'GO:0009897', 'GO:0032593']","['GO:0055056', 'GO:0015304']"
SLC2A7,"['GO:0015755', 'GO:0070837', 'GO:1904659', 'GO:0008645']","['GO:0016324', 'GO:0005886']","['GO:0051119', 'GO:0055056', 'GO:0005353']"
SLC30A7,"['GO:0006882', 'GO:1904257']","['GO:1990674', 'GO:0005739', 'GO:0005794', 'GO:0031982', 'GO:0000139', 'GO:0005737', 'GO:0031410', 'GO:0033017', 'GO:0048471']","['GO:0042802', 'GO:0005385']"
SLC35A4,"['GO:1901857', 'GO:0006493', 'GO:0032056', 'GO:0055085']","['GO:0005739', 'GO:0005794', 'GO:0005743', 'GO:0000139']","['GO:0022857', 'GO:0015218', 'GO:0015165']"
SLC35F1,[],['GO:0030672'],['GO:0022857']
SLC35F2,"['GO:0160254', 'GO:0160255']",['GO:0005886'],['GO:0022857']
SLC35F3,['GO:0015888'],['GO:0016020'],[]
SLC35G1,"['GO:1990034', 'GO:0051480']","['GO:0005789', 'GO:0005886']",[]
SLC39A3,"['GO:0048701', 'GO:0000902', 'GO:0001701', 'GO:0060173', 'GO:0043029', 'GO:0071577']","['GO:0016324', 'GO:0005886', 'GO:0098686']",['GO:0005385']
SLC39A7,"['GO:0006882', 'GO:0098773', 'GO:0030183', 'GO:0110075', 'GO:0071577']","['GO:0005654', 'GO:0005789', 'GO:0005794', 'GO:0016020', 'GO:0005783']",['GO:0005385']
SLC4A7,"['GO:0006164', 'GO:0060117', 'GO:0015701', 'GO:0051453', 'GO:0071363', 'GO:0090383', 'GO:0055085', 'GO:0006221']","['GO:0016324', 'GO:0016323', 'GO:0032420', 'GO:0005886', 'GO:0016020']","['GO:0005452', 'GO:0008509', 'GO:0008510']"
SLC4A9,"['GO:0046541', 'GO:0015701', 'GO:0035725', 'GO:0051453', 'GO:0055085']","['GO:0016323', 'GO:0045177', 'GO:0005886']","['GO:0140892', 'GO:0140900', 'GO:0008510']"
SLC6A12,"['GO:0031460', 'GO:0015812', 'GO:0035725', 'GO:0015718', 'GO:0051936', 'GO:0006865']","['GO:0016323', 'GO:0042995', 'GO:0098793', 'GO:0005886', 'GO:0016020']","['GO:0015171', 'GO:0008028', 'GO:0005332']"
SLC7A8,"['GO:0150104', 'GO:0015820', 'GO:1903801', 'GO:0015804', 'GO:0015827', 'GO:0089718', 'GO:0070327', 'GO:0035524', 'GO:0003333', 'GO:1904273', 'GO:0015816', 'GO:0015829', 'GO:0006865']","['GO:0031528', 'GO:0009925', 'GO:0016324', 'GO:0016323', 'GO:0005886']","['GO:0046982', 'GO:0015187', 'GO:0015175', 'GO:0015179', 'GO:0015190', 'GO:0015171', 'GO:0015297', 'GO:0015180', 'GO:0019534', 'GO:0015349', 'GO:0042605']"
SLCO1A2,"['GO:0015711', 'GO:0006805', 'GO:0015721', 'GO:0006811', 'GO:0043252']","['GO:0016324', 'GO:0016323', 'GO:0009925', 'GO:0005886']","['GO:0022857', 'GO:0015125']"
SLCO1B1,"['GO:0042167', 'GO:0015711', 'GO:0006805', 'GO:0015721', 'GO:0006811', 'GO:0043252']","['GO:0016323', 'GO:0009925', 'GO:0005886', 'GO:0016020']","['GO:0015132', 'GO:0015125', 'GO:0015349']"
SLCO2B1,"['GO:0150104', 'GO:0042167', 'GO:0015711', 'GO:0006805', 'GO:0015721', 'GO:0006811', 'GO:0055085', 'GO:0043252']","['GO:0016324', 'GO:0016323', 'GO:0009925', 'GO:0005886']","['GO:0022857', 'GO:0015132', 'GO:0015125']"
SMARCD3,"['GO:2000045', 'GO:0045663', 'GO:0045582', 'GO:0070316', 'GO:0003407', 'GO:0030071', 'GO:2000781', 'GO:0003139', 'GO:0045597', 'GO:0003219', 'GO:0006357', 'GO:0042692', 'GO:0010971', 'GO:0006338', 'GO:2000819', 'GO:0006337', 'GO:0002052', 'GO:0007399', 'GO:0051152', 'GO:0045893']","['GO:0000785', 'GO:0005737', 'GO:0016514', 'GO:0005634', 'GO:0035060', 'GO:0071564', 'GO:0005654', 'GO:0071565']","['GO:0003682', 'GO:0016922', 'GO:0005102', 'GO:0140297', 'GO:0003713', 'GO:0003712', 'GO:0001221']"
SMPD2,"['GO:0035556', 'GO:0046513', 'GO:0009612', 'GO:0030149', 'GO:0006685', 'GO:0006684']","['GO:0071944', 'GO:0005901', 'GO:0005886', 'GO:0005783']","['GO:0046872', 'GO:0008081', 'GO:0004767']"
SOAT1,"['GO:0010878', 'GO:0033344', 'GO:0042632', 'GO:0034379', 'GO:0034383', 'GO:0042986', 'GO:0008203', 'GO:0010742']","['GO:0005789', 'GO:0016020', 'GO:0005783']","['GO:0042802', 'GO:0034736', 'GO:0004772', 'GO:0015485', 'GO:0000062']"
SOAT2,"['GO:0045797', 'GO:0030299', 'GO:0010878', 'GO:0033344', 'GO:0042632', 'GO:0034379', 'GO:0034383', 'GO:0008203', 'GO:0010742']","['GO:0005903', 'GO:0005789', 'GO:0005783']","['GO:0034736', 'GO:0016746', 'GO:0004772', 'GO:0015485', 'GO:0000062']"
SORCS2,"['GO:0006886', 'GO:0007218', 'GO:0060292']","['GO:0043197', 'GO:0043204', 'GO:0055038', 'GO:0031901', 'GO:0005829', 'GO:0098839', 'GO:0016020']",['GO:0008188']
SPINT2,"['GO:0022408', 'GO:0001843', 'GO:2000178', 'GO:0071773', 'GO:0007163', 'GO:2000146', 'GO:0071711']","['GO:0005576', 'GO:0005794', 'GO:0005737', 'GO:0005886', 'GO:0016020']","['GO:0004867', 'GO:0004866']"
SPTLC1,"['GO:1904504', 'GO:0006686', 'GO:0006665', 'GO:0030148', 'GO:0046512', 'GO:0046513', 'GO:1904649']","['GO:0005789', 'GO:0017059', 'GO:0005783']","['GO:0030170', 'GO:0004758']"
SPTLC2,"['GO:0006686', 'GO:0030148', 'GO:0046512', 'GO:0060612', 'GO:0046513', 'GO:1904504']","['GO:0005789', 'GO:0017059']","['GO:0030170', 'GO:0004758']"
SPTLC3,"['GO:0046520', 'GO:0030148', 'GO:0046513', 'GO:0046512']","['GO:0005789', 'GO:0017059']","['GO:0030170', 'GO:0004758']"
SQLE,"['GO:0006695', 'GO:1904614', 'GO:0016126', 'GO:0042127', 'GO:0140042']","['GO:0043231', 'GO:0005789', 'GO:0016020', 'GO:0005783']","['GO:0004506', 'GO:0071949']"
SREBF1,"['GO:1901524', 'GO:0009749', 'GO:0033762', 'GO:0006695', 'GO:0003062', 'GO:0007584', 'GO:0042789', 'GO:0008610', 'GO:0032570', 'GO:0046676', 'GO:0032094', 'GO:0009410', 'GO:0010867', 'GO:0045471', 'GO:0009750', 'GO:0030073', 'GO:0090209', 'GO:0006357', 'GO:0019217', 'GO:0071398', 'GO:0045444', 'GO:0007623', 'GO:0030324', 'GO:0045944', 'GO:0000122', 'GO:0009267', 'GO:0032933', 'GO:0008286', 'GO:0006629', 'GO:0045542', 'GO:1902895', 'GO:0031647', 'GO:0051591', 'GO:0032526']","['GO:0032991', 'GO:0005829', 'GO:0012507', 'GO:0000785', 'GO:0005737', 'GO:0005634', 'GO:0005635', 'GO:0005789', 'GO:0000139', 'GO:0005654', 'GO:0005783']","['GO:0046983', 'GO:0044877', 'GO:0019901', 'GO:0003682', 'GO:0004879', 'GO:1990837', 'GO:0001228', 'GO:0003677', 'GO:0000981', 'GO:0000977', 'GO:0000978', 'GO:0032810', 'GO:0003700', 'GO:0001221']"
SREBF2,"['GO:1901524', 'GO:0042632', 'GO:0071499', 'GO:0090370', 'GO:1900222', 'GO:0010886', 'GO:0045944', 'GO:0008203', 'GO:0000122', 'GO:0009267', 'GO:0032933', 'GO:0008593', 'GO:0006629', 'GO:0071404', 'GO:0045542', 'GO:1902895']","['GO:0005829', 'GO:0012507', 'GO:0000785', 'GO:0005737', 'GO:0005634', 'GO:0032937', 'GO:0005789', 'GO:0000139', 'GO:0005654', 'GO:0005783']","['GO:0046983', 'GO:1990837', 'GO:0000981', 'GO:0070888', 'GO:0000978', 'GO:0001227']"
SRPRB,"['GO:0045047', 'GO:0006617']","['GO:0005785', 'GO:0005789', 'GO:0005737', 'GO:0016020', 'GO:0005881']",['GO:0005525']
